year,month,Row Labels,Sum of Administered,Sum of Administered_Janssen,Sum of Administered_Moderna,Sum of Administered_Pfizer,Sum of Administered_Unk_Manuf,Sum of Series_Complete_Yes,Sum of Series_Complete_Pop_Pct,Sum of Series_Complete_Janssen,Sum of Series_Complete_Moderna,Sum of Series_Complete_Pfizer,Sum of Series_Complete_Unk_Manuf,All other conditions_with_covid,Alzheimer disease_with_covid,Circulatory diseases_with_covid,COVID-19,Diabetes_with_covid,"Intentional and unintentional injury, poisoning_with_covid",Malignant neoplasms_with_covid,Obesity_with_covid,Renal failure_with_covid,Respiratory diseases_with_covid,Sepsis_with_covid,Vascular and unspecified dementia_with_covid,COVID_Death_count,Sum of Natural Cause,Sum of Septicemia,Sum of Malignant neoplasms,Sum of Diabetes mellitus,Sum of Influenza and pneumonia,Sum of Alzheimer,Sum of Chronic lower respiratory,Sum of Other diseases of respiratory system,Sum of Nephritis,Sum of not elsewhere classified,Sum of Diseases of heart ,Sum of Cerebrovascular diseases
2021,5,North Carolina,238557104,7970824,98443608,132132473,10199,109197868,1041.1,7871622,42637534,58687625,1087,167,0,67,355,31,0,0,10,40,388,11,0,1069,8642,123,1889,364,113,343,415,146,195,165,1850,487
2021,5,North Dakota,18316961,733310,8012648,9571003,0,8261719,1084.2,649224,3492093,4120371,31,0,0,0,11,0,0,0,0,0,0,0,0,11,636,113,126,232,132,229,305,124,85,157,142,331
2021,5,Ohio,286472591,10662500,121722081,153803773,284237,134475938,1150.1,10285339,54387123,69718355,85121,240,0,188,529,40,0,11,10,47,579,48,0,1692,11048,170,2334,420,115,418,594,211,198,253,2683,635
2021,5,Oklahoma,88046208,2418889,41147283,44478771,1265,39398380,995.6,2385426,17784570,19227662,722,40,0,50,115,10,0,0,0,0,23,0,0,238,3511,113,773,145,118,147,249,124,95,141,1066,146
2021,5,Oregon,111753662,3771351,46878768,61043932,59611,50238520,1191.6,3744145,20282755,26200879,10741,120,0,47,203,0,0,0,0,0,163,0,10,543,3581,113,809,148,132,179,144,77,130,95,693,205
2021,5,Pennsylvania,356366226,12855070,152047397,191454527,9232,153433150,1198.4,13002514,61223679,79199626,7331,386,0,483,875,70,21,57,35,92,1069,93,16,3197,12007,217,2529,396,140,342,502,176,276,213,2920,592
2021,5,Rhode Island,32617744,1265321,13468278,17883179,966,14869479,1403.6,1261336,5881869,7726018,256,0,0,0,12,0,0,0,0,0,0,0,0,12,936,45,218,232,106,232,157,124,142,157,228,331
2021,5,South Carolina,109923949,3502234,44786603,61602253,32859,49828335,967.6,3419318,18883064,27519455,6498,100,0,0,198,0,0,0,0,14,164,0,0,476,4723,67,1010,134,78,191,291,89,78,105,1059,260
2021,5,South Dakota,23124835,646199,10519137,11959096,403,11121226,1257.1,651918,4928011,5540964,333,0,0,0,10,0,0,0,0,0,0,0,0,10,712,91,131,232,132,185,205,99,142,126,144,276
2021,5,Tennessee,139774464,3893662,59796295,75857241,227266,61474232,900,3793569,25474763,32139057,66843,192,0,92,429,42,0,0,12,27,460,29,0,1283,7099,100,1438,253,110,260,457,114,113,109,1734,326
2021,5,Texas,654603944,23525183,282940156,348113915,24690,286807591,989.2,23021006,119140027,144626732,19826,528,25,734,1187,209,11,41,87,197,1308,175,18,4520,19692,317,4229,710,235,948,950,279,390,280,4466,1120
2021,5,Utah,74139463,3032935,31906224,39200304,0,28666268,894.6,2926260,11410252,14329725,31,0,0,0,40,0,0,0,0,0,10,0,0,50,1782,113,387,108,132,93,74,124,142,137,392,80
2021,5,Vermont,21008825,973988,9176356,10841316,17165,9082625,1455.5,948849,3641909,4485997,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,512,45,136,232,26,274,255,99,28,94,126,331
2021,5,Virginia,235754745,8035309,95871577,131784964,62895,105591084,1237.2,7956732,41518732,56096046,19574,139,0,43,327,11,0,0,0,13,265,12,0,810,6848,96,1473,214,71,216,285,120,124,404,1452,384
2021,5,Washington,210582005,7657658,88407868,114390431,126048,93939530,1233.8,7620661,37834127,48450714,34028,155,0,70,272,25,0,0,10,20,353,11,10,926,5389,83,1217,172,118,329,252,71,111,75,1142,307
2021,5,West Virginia,38732481,743344,18525858,19461330,1949,18118328,1010.9,772007,8448479,8894785,3057,30,0,0,130,0,0,0,0,0,122,0,0,282,2134,113,442,85,101,77,122,111,72,108,446,92
2021,5,Wisconsin,158852218,5985940,67596578,85253630,16070,73852572,1268.5,5773684,29879689,38192046,7153,90,0,59,163,34,0,0,0,0,83,0,0,429,4555,82,1037,147,69,173,185,71,66,74,1214,239
2021,5,Wyoming,11726295,394095,5706110,5619596,6494,5413095,935.2,373468,2497662,2540666,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,412,23,111,185,132,274,305,99,142,63,98,265
2021,6,Alabama,95297678,3164438,45296668,46836548,24,45379467,925.6,3235056,20570392,21570886,3133,25,0,10,110,0,0,0,0,0,63,0,0,208,3991,84,763,107,75,171,246,72,86,97,1103,255
2021,6,Alaska,19014366,688866,8199950,10122174,3376,9027505,1234,639867,3798830,4587812,996,0,0,0,0,0,0,0,0,0,0,0,0,0,293,45,75,93,26,164,244,74,85,126,62,265
2021,6,Arizona,187279133,6127215,81025097,99968201,158620,83367639,1145.5,5904118,34631385,42780451,51685,62,0,0,159,0,0,0,0,0,157,0,0,378,4600,79,983,179,51,177,284,81,50,88,1042,244
2021,6,Arkansas,64729945,2182774,30346275,32183388,17508,29608680,981.3,2130055,13621567,13852622,4436,13,0,0,121,0,0,0,0,0,81,0,0,215,2439,70,497,90,91,95,167,84,68,70,624,130
2021,6,California,1220198169,43725385,504594725,671700715,177344,554479353,1403.3,43355430,220680701,290391647,51575,187,0,252,434,80,0,12,12,30,469,61,0,1537,19160,112,4536,730,282,1175,784,222,323,621,4536,1275
2021,6,Colorado,177656465,6248189,75396468,95926728,85080,84227837,1462.7,6157996,34771359,43271877,26605,97,0,32,200,12,0,0,0,0,215,0,16,572,2846,66,590,93,106,123,157,81,61,94,593,131
2021,6,Connecticut,127085572,4968126,49679939,72424189,13318,61354407,1720.6,4962251,23234923,33153437,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,51,510,50,106,65,74,66,86,85,454,101
2021,6,Delaware,29712491,1278179,11952872,16470222,11218,13606620,1397.3,1259549,5182640,7159125,5306,0,0,0,0,0,0,0,0,0,0,0,0,0,664,91,171,185,106,174,244,99,113,94,151,63
2021,6,District of Columbia,24788398,790890,9796398,14192691,8419,10441026,1479.4,893821,3998242,5543824,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,419,91,81,185,106,109,244,99,85,126,125,265
2021,6,Florida,598741760,27682884,246789202,323003791,1265883,273902523,1275.2,27244515,107647914,138600406,409688,346,0,390,815,84,0,28,0,99,1059,109,22,2952,15727,224,3483,556,180,480,815,184,240,390,3741,1138
2021,6,Georgia,240427273,6227525,104150473,130028522,20753,109257369,1028.9,6138609,46376830,56729484,12446,102,0,38,200,11,0,0,0,0,183,12,0,546,6233,123,1393,200,73,314,351,153,145,112,1439,379
2021,6,Hawaii,49178602,1025507,17395655,27944628,2812812,21167682,1495.4,1037485,7478000,12109863,542334,0,0,0,0,0,0,0,0,0,0,0,0,0,823,91,186,150,79,54,244,99,113,126,174,72
2021,6,Idaho,38477948,1389834,16744192,20319273,24649,18482370,1034.1,1385200,7704920,9384643,7607,0,0,0,32,0,0,0,0,0,10,0,0,42,1072,91,237,84,106,56,72,99,113,126,239,64
2021,6,Illinois,369845292,12776993,148342164,208452474,273661,163620751,1291.2,12767074,62960898,87801129,91650,133,0,125,329,53,0,54,12,10,351,0,0,1013,7494,118,1689,236,106,262,361,107,190,139,1790,461
2021,6,Indiana,161039930,5551859,64465991,90582879,439201,76512918,1136.5,5464177,29875363,41029820,143558,91,0,23,202,0,0,0,0,0,194,0,0,510,4797,71,1110,195,65,162,306,102,95,126,1105,264
2021,6,Iowa,88472604,3610860,38095641,46762271,3832,43590813,1382,3539943,18353951,21694482,2437,10,0,0,36,0,0,0,0,0,0,0,0,46,2098,81,460,87,106,90,130,84,96,126,548,110
2021,6,Kansas,72223820,2343701,32101758,37758187,20174,35122352,1205.7,2338789,14988499,17787845,7219,0,0,0,39,0,0,0,0,0,10,0,0,49,1871,91,392,68,106,66,126,86,84,65,447,93
2021,6,Kentucky,114825281,4661306,50654835,59494792,14348,54904448,1229.1,4562114,23146165,27181379,14790,66,0,0,138,10,0,0,0,0,112,11,0,337,3591,68,806,113,52,111,237,79,85,87,873,159
2021,6,Louisiana,96619530,3476032,44679401,48430408,33689,46019698,989.8,3310121,20491823,22201220,16534,30,0,0,104,0,0,0,0,0,69,0,0,203,3414,70,722,165,47,146,165,86,88,104,929,198
2021,6,Maine,46677538,3028554,20025845,23613069,10070,23529718,1750.3,2986824,9497481,11042789,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,262,154,106,219,63,99,113,126,258,110
2021,6,Maryland,195723568,7536794,77703659,110311395,171720,94701759,1566.5,7316841,36280800,51054405,49713,44,0,0,97,10,0,0,0,0,33,0,0,184,3337,67,769,139,97,85,119,47,71,85,820,249
2021,6,Massachusetts,255135938,8338939,103370581,143420912,5506,120359330,1746.4,8359530,47045926,64952299,1575,26,0,0,76,0,0,0,0,0,46,0,0,148,3823,50,961,106,68,120,174,63,86,60,851,140
2021,6,Michigan,272677167,9321241,113216545,150098952,40429,134136338,1343.2,9478572,53765762,70872214,19790,156,0,77,339,10,0,12,0,15,318,10,0,937,7086,79,1550,249,84,315,361,89,151,127,1821,406
2021,6,Minnesota,169571598,7455826,67531741,94571902,12129,82880447,1469.6,7503964,31502850,43869783,3850,55,0,0,107,0,0,0,0,0,55,0,0,217,3119,69,775,126,106,120,131,49,98,82,599,170
2021,6,Mississippi,55245838,1619157,25839499,27759882,27300,25405018,853.8,1591555,11629868,12182518,1077,10,0,10,87,0,0,0,0,0,49,0,0,156,2384,91,503,96,64,119,160,99,47,85,645,134
2021,6,Missouri,146893226,4771357,56577736,85531708,12425,67634433,1102.4,4786779,25550866,37294443,2345,111,0,10,272,0,0,0,0,0,249,0,0,642,4741,75,1053,142,64,179,285,119,117,89,1191,235
2021,6,Montana,27171040,1045420,12363601,13750099,11920,13026695,1219.2,1018847,5726020,6277843,3985,0,0,0,0,0,0,0,0,0,0,0,0,0,779,91,160,185,106,219,146,99,113,126,208,212
2021,6,Nebraska,53276208,1928541,21422133,29827080,98454,25973632,1343,1936979,10072923,13934968,28762,0,0,0,10,0,0,0,0,0,0,0,0,10,1153,91,266,119,89,97,59,74,113,126,260,164
2021,6,Nevada,79148664,3456876,31937805,43753902,81,36415552,1182.3,3399937,14409336,18605977,302,50,0,10,114,0,0,0,0,0,103,0,0,277,1939,91,388,56,73,101,107,85,113,86,559,112
2021,6,New Hampshire,44148503,1652631,18872496,23622746,630,21720754,1597.5,1689907,9103950,10926137,760,0,0,0,0,0,0,0,0,0,0,0,0,0,881,91,214,113,106,129,105,99,113,126,205,210
2021,6,New Jersey,288209113,11058337,120051234,157087968,11574,140229769,1578.9,11164143,55555856,73508401,1369,85,0,0,137,0,0,0,0,0,88,0,0,310,4797,136,1111,134,58,139,168,117,113,149,1261,258
2021,6,New Mexico,67185473,2142874,29682849,35261069,98681,32000367,1526.2,2110385,13376405,16484504,29073,0,0,0,36,0,0,0,0,0,11,0,0,47,1365,91,286,49,106,174,89,99,98,69,243,65
2021,6,New York,623813104,26736114,253593171,343345004,138815,295362493,1518.2,25295404,115735781,154302621,28687,115,0,102,364,0,0,0,0,0,234,0,0,815,10768,156,2467,323,222,221,407,206,175,451,2945,442
2021,6,North Carolina,253179300,8709375,102506441,141953453,10031,119399246,1138.5,8619259,46302683,64476085,1219,74,0,0,182,0,0,0,0,10,156,0,0,422,5216,99,1163,211,74,198,247,101,109,179,1108,277
2021,6,North Dakota,18869751,812766,8143657,9913328,0,8629142,1131.9,725168,3620171,4283773,30,0,0,0,0,0,0,0,0,0,0,0,0,0,503,91,99,185,106,219,145,74,57,94,139,212
2021,6,Ohio,309808095,12335101,128527258,168591864,353872,149337732,1277.6,11906983,59446894,77876529,107326,166,0,129,312,15,0,11,0,0,297,14,10,954,8522,157,1855,283,90,319,456,152,167,239,2167,509
2021,6,Oklahoma,93242740,2730405,42633009,47877591,1735,42686853,1078.9,2690371,18950290,21045281,911,24,0,10,101,0,0,0,0,0,24,0,0,159,2896,91,619,110,63,107,190,86,96,108,854,140
2021,6,Oregon,129921833,4824349,52200965,72822429,74090,62847364,1489.9,4777842,24331804,33722991,14727,43,0,0,107,0,0,0,0,0,34,0,0,184,2802,91,625,92,106,151,163,77,113,68,575,159
2021,6,Pennsylvania,400039535,15239240,167664109,217124678,11508,180772729,1412,15357353,72144846,93261726,8804,171,0,88,329,24,0,0,0,23,341,26,10,1012,9010,170,2104,291,126,245,374,181,202,213,2301,456
2021,6,Rhode Island,36720776,1363506,14716345,20639340,1585,17656038,1666.6,1361223,6861268,9433191,356,0,0,0,0,0,0,0,0,0,0,0,0,0,676,91,164,185,106,219,244,99,85,126,177,155
2021,6,South Carolina,119344811,4140031,48750757,66422023,32000,55916250,1086.1,4050760,21602159,30256858,6473,30,0,0,94,0,0,0,0,0,51,0,0,175,3702,49,785,79,53,173,204,66,89,96,828,225
2021,6,South Dakota,23954771,729610,10647917,12576854,390,11666285,1318.7,735711,5090484,5839682,408,0,0,0,0,0,0,0,0,0,0,0,0,0,541,91,118,185,53,219,94,74,85,94,127,154
2021,6,Tennessee,151898736,4515588,62978883,84092270,311995,68850225,1008.2,4384202,27702817,36670920,92286,73,0,10,182,20,0,0,0,0,172,0,0,457,5532,61,1201,198,71,199,390,81,97,118,1338,296
2021,6,Texas,732799588,28211507,305305627,399257096,25358,334493329,1153.8,27558441,134978851,171936013,20024,330,11,389,723,97,0,27,15,106,876,90,12,2676,15426,260,3260,588,184,745,788,244,332,365,3504,873
2021,6,Utah,81463650,3492697,33990655,43980298,0,33604730,1048.2,3371495,13170844,17062360,31,0,0,0,40,0,0,0,0,0,11,0,0,51,1396,91,263,60,106,84,68,99,113,126,332,68
2021,6,Vermont,24600986,1086398,10498374,12997669,18545,11564939,1853.3,1052460,4631920,5874235,6324,0,0,0,0,0,0,0,0,0,0,0,0,0,373,23,98,185,0,219,244,50,28,63,108,265
2021,6,Virginia,265098154,9412340,103440575,152173571,71668,124789707,1461.9,9278365,47455189,68034689,21464,40,0,0,143,0,0,0,0,0,77,0,0,260,5156,75,1152,174,73,182,218,88,117,300,1112,268
2021,6,Washington,244294848,9771676,99030698,135347078,145396,116394538,1528.6,9695472,45798265,60857675,43126,109,0,21,190,30,0,0,0,0,234,0,0,584,4397,72,1068,152,75,250,194,59,96,99,927,249
2021,6,West Virginia,41014042,955277,19149388,20902631,6746,19178861,1070,984079,8728034,9461894,4854,10,0,0,42,0,0,0,0,0,0,0,0,52,1673,91,374,73,106,61,119,99,73,82,371,72
2021,6,Wisconsin,170856436,6775996,71143683,92918693,18064,81974630,1408,6550649,32746328,42669546,8107,25,0,0,64,0,0,0,0,0,10,0,0,99,3653,90,859,108,106,186,159,57,55,98,894,199
2021,6,Wyoming,12277800,463247,5906437,5901358,6758,5753959,994.2,440858,2638847,2672698,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,378,45,85,185,53,219,196,74,57,94,86,199
2021,7,Alabama,107223939,3602067,49529896,54091852,124,50994208,1039.9,3686440,22649407,24653595,4766,54,0,10,210,0,0,0,0,0,129,0,0,403,5004,119,969,138,79,232,281,74,105,141,1310,272
2021,7,Alaska,21227286,839865,8876722,11505249,5450,10133979,1385.3,779253,4110218,5243210,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,401,113,83,232,106,274,305,74,113,157,89,331
2021,7,Arizona,214868346,7671651,90941866,116023902,230927,99935666,1372.9,7398172,40375066,52086668,75760,104,0,11,268,21,0,0,10,0,315,0,0,729,5646,67,1230,211,69,202,293,90,89,155,1280,287
2021,7,Arkansas,72049210,2510623,33319488,36199218,19881,32985406,1093.2,2453684,14945498,15580986,5238,126,0,144,379,51,0,0,0,13,432,17,0,1145,3411,68,625,125,95,129,238,124,76,103,762,159
2021,7,California,1362407123,49974378,547999475,764194022,239248,630315265,1595,49528858,242434846,338279032,72529,278,12,506,702,144,0,27,66,103,876,96,21,2831,24341,176,5649,894,347,1393,981,233,428,1085,5515,1640
2021,7,Colorado,196460119,7052200,81278056,108020184,109679,95096190,1651.2,6939490,38046416,50076135,34149,93,0,36,180,13,0,0,0,12,219,0,0,553,3680,91,779,106,132,150,200,62,57,104,735,188
2021,7,Connecticut,139534216,5576152,53584348,80355686,18030,68622016,1924.7,5559502,25430167,37626495,5852,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,64,620,134,132,92,125,58,99,102,613,133
2021,7,Delaware,33030358,1427884,13153681,18430427,18366,15548397,1596.4,1402338,5883715,8254183,8161,0,0,0,0,0,0,0,0,0,0,0,0,0,803,68,203,232,79,219,203,99,142,126,184,75
2021,7,District of Columbia,27433004,882501,10783788,15754626,12089,11750960,1665.2,986257,4459454,6298768,6481,0,0,0,0,0,0,0,0,0,0,0,0,0,524,113,109,232,106,219,305,25,85,145,111,331
2021,7,Florida,674928961,32951746,267689344,372549453,1738418,315939444,1471.1,32414817,118686396,164278938,559293,702,23,1033,1863,176,0,72,87,190,2462,195,67,6870,21488,264,4511,734,290,663,1087,252,308,717,4668,1511
2021,7,Georgia,268346266,7095304,113160546,148043931,46485,123717245,1165,6997653,51007510,65690318,21764,109,0,21,249,0,0,0,0,0,226,11,0,616,8003,159,1798,243,122,371,440,188,226,141,1848,444
2021,7,Hawaii,52723775,1174166,18414317,30228609,2906683,23174216,1636.5,1189456,8034629,13389483,560648,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,113,235,196,132,189,305,124,142,84,235,93
2021,7,Idaho,41832385,1652741,17893550,22251874,34220,20382109,1140.5,1646459,8302772,10422422,10456,0,0,0,39,0,0,0,0,0,11,0,0,50,1416,113,289,94,106,81,83,124,142,120,288,129
2021,7,Illinois,412647270,14624291,161196737,236442517,383725,186453361,1471,14585172,69615174,102124940,128075,72,0,57,204,23,0,0,0,0,155,0,0,511,9426,137,2251,288,139,323,449,149,228,278,2259,574
2021,7,Indiana,183650361,6820340,71686843,104559477,583701,90150786,1339,6689516,33973990,49297112,190168,70,0,0,148,0,0,0,0,0,147,0,0,365,5804,74,1310,215,88,207,374,108,114,125,1334,319
2021,7,Iowa,95730255,4017964,40329018,51379289,3984,47818408,1515.3,3939526,19565014,24310831,3037,0,0,0,38,0,0,0,0,0,0,0,0,38,2585,104,548,95,99,86,147,96,109,157,688,129
2021,7,Kansas,79623355,2694965,34406749,42498200,23441,39079178,1341.3,2679254,16187505,20203696,8723,42,0,0,113,0,0,0,0,0,76,0,0,231,2432,113,506,108,132,149,142,124,142,82,563,111
2021,7,Kentucky,126849406,5267174,55229875,66334916,17441,61798618,1383.3,5170359,25666906,30939624,21729,71,0,26,150,10,0,0,0,0,145,0,0,402,4459,83,943,142,71,138,318,85,104,101,1078,234
2021,7,Louisiana,108144378,4036879,48693696,55375887,37916,51901768,1116.4,3839085,22521927,25522575,18181,55,0,20,259,13,0,0,0,0,222,0,0,569,4425,100,871,164,55,187,195,111,95,142,1147,265
2021,7,Maine,50888935,3319349,21410986,26143604,14996,26109984,1942.2,3268249,10294389,12543487,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,45,346,129,132,141,87,124,142,94,309,112
2021,7,Maryland,218527398,8388727,84211957,125685927,240787,107903751,1784.5,8147390,39950062,59736757,69542,10,0,0,56,0,0,0,0,0,0,0,0,66,4111,73,1004,146,112,97,159,90,83,120,1029,260
2021,7,Massachusetts,278975717,9237841,110895345,158835998,6533,134424466,1950.2,9262123,51263168,73896974,2201,10,0,0,59,0,0,0,0,0,20,0,0,89,5033,85,1198,130,85,127,233,111,115,231,1105,205
2021,7,Michigan,298112126,10321746,121623056,166123870,43454,148777413,1489.8,10490887,58542244,79721320,22962,42,0,0,120,0,0,0,0,0,47,0,0,209,8601,117,2019,272,114,339,445,109,149,239,2308,517
2021,7,Minnesota,185378053,8254726,72276470,104825373,21484,92540122,1640.9,8287580,34230111,50015115,7316,37,0,0,51,0,0,0,0,0,0,0,0,88,3891,101,974,136,132,221,186,70,107,123,760,199
2021,7,Mississippi,63492069,1884005,28697098,32880223,30743,30510245,1025.2,1854338,13341170,15312450,2287,59,0,47,201,22,0,0,0,0,200,0,0,529,3113,113,646,141,96,147,190,112,78,113,769,159
2021,7,Missouri,163479410,5496142,61873917,96093833,15518,76349776,1244,5515521,28208148,42622787,3320,273,0,159,656,36,0,22,21,95,753,54,12,2081,6365,73,1283,177,76,249,396,129,156,85,1462,314
2021,7,Montana,29655112,1218890,13253784,15161795,20643,14471559,1353.9,1185013,6213243,7066142,7161,0,0,0,30,0,0,0,0,0,21,0,0,51,981,113,208,195,106,229,160,110,142,126,245,171
2021,7,Nebraska,58893600,2165574,23262132,33353013,112881,29147599,1506.9,2173229,11110795,15830460,33115,0,0,0,12,0,0,0,0,0,0,0,0,12,1488,113,353,197,132,115,95,124,142,157,369,124
2021,7,Nevada,88984825,4027146,34462605,50494644,430,41278710,1340.1,3960374,15707516,21610298,522,133,0,90,336,0,0,0,0,15,472,42,0,1073,2758,113,470,73,117,112,126,124,142,91,771,134
2021,7,New Hampshire,48578051,1836890,20161362,26579128,671,24212063,1780.9,1864571,9788256,12558348,888,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,113,259,195,106,274,69,124,142,136,270,170
2021,7,New Jersey,313380516,11872840,126126652,175380109,915,156462820,1761.5,12039164,59703419,84718072,2165,63,0,0,122,0,0,0,0,0,108,0,0,293,6289,153,1411,185,79,189,250,151,145,292,1585,318
2021,7,New Mexico,75471185,2633939,33008562,39703737,124947,36385972,1735.1,2588877,15021141,18738721,37233,0,0,0,22,0,0,0,0,0,0,0,0,22,1700,113,325,79,116,229,97,110,142,129,327,84
2021,7,New York,694213861,30428156,275499037,388101739,184929,336051699,1727.5,28805269,128194684,179008305,43441,73,0,12,196,0,0,0,0,0,54,0,0,335,13585,222,3092,379,333,285,525,287,266,762,3606,571
2021,7,North Carolina,294220705,10982874,116550659,166673536,13636,139310738,1328.4,10778819,52736322,75794119,1478,61,0,0,158,0,0,0,0,0,136,0,0,355,4392,100,938,146,100,204,225,71,70,228,931,244
2021,7,North Dakota,20226780,906838,8599753,10720189,0,9338278,1225.4,813865,3853658,4670724,31,0,0,0,0,0,0,0,0,0,0,0,0,0,613,113,128,232,132,274,305,124,113,126,160,331
2021,7,Ohio,337547849,13674353,137534643,185901434,437419,165624470,1416.9,13187263,64475142,87828370,133695,84,0,0,185,0,0,0,0,0,132,0,0,401,10619,184,2357,377,120,437,627,180,178,452,2533,601
2021,7,Oklahoma,104000199,3098490,45941929,54957046,2734,48287800,1220.4,3051810,20607808,24626827,1355,73,0,49,177,17,0,0,0,0,107,0,0,423,3839,103,816,122,101,133,259,111,108,231,1000,186
2021,7,Oregon,144536522,5554704,56684431,82209028,88359,71892769,1704.6,5483812,26965687,39424707,18563,28,0,0,74,0,0,0,0,0,24,0,0,126,3584,113,809,151,132,175,162,93,142,134,735,213
2021,7,Pennsylvania,441139066,17156072,182140185,241827426,15383,202642205,1583.1,17249296,79590112,105791077,11720,94,0,21,159,10,0,0,0,0,157,0,0,441,11087,235,2558,346,144,314,479,193,281,392,2749,598
2021,7,Rhode Island,40402060,1475590,15894994,23024588,6888,19792433,1868.4,1475080,7522206,10793799,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,843,91,204,232,132,184,256,124,142,157,187,220
2021,7,South Carolina,133195388,4738119,53808848,74614752,33669,63408472,1231.7,4650067,24188016,34563318,7071,35,0,0,113,0,0,0,0,0,69,0,0,217,4723,76,1052,99,84,179,268,76,132,154,1083,295
2021,7,South Dakota,25862213,832149,11226582,13802768,714,12670926,1432.1,836504,5380610,6453292,520,0,0,0,0,0,0,0,0,0,0,0,0,0,718,113,194,232,132,230,112,99,113,94,131,165
2021,7,Tennessee,173026252,5383012,70001626,97174094,467520,80743458,1182.3,5198365,31518902,43888103,138088,63,0,0,217,0,0,0,0,0,218,0,0,498,6815,89,1430,224,100,263,403,106,113,204,1633,363
2021,7,Texas,822101607,32586331,333189271,456300154,25851,382853739,1320.5,31780878,149790175,201261194,21492,447,0,632,1122,155,10,41,94,137,1373,124,38,4173,20192,358,4185,714,257,933,949,285,427,569,4528,1120
2021,7,Utah,90554362,4024273,36638696,49891393,0,41207850,1285.8,3922459,15778561,21506768,62,25,0,0,96,0,0,0,0,0,61,0,0,182,1878,102,329,107,132,92,91,124,95,118,402,95
2021,7,Vermont,26760221,1234532,11246850,14258380,20459,12903588,2067.8,1192064,5068061,6636417,7046,0,0,0,0,0,0,0,0,0,0,0,0,0,513,23,135,232,26,274,305,99,57,126,139,331
2021,7,Virginia,293380793,10563806,111484076,171251436,81475,141053587,1652.4,10399731,51864645,78763877,25334,38,0,0,96,0,0,0,0,0,36,0,0,170,6592,101,1519,217,97,215,301,131,145,412,1421,352
2021,7,Washington,273235252,11312002,108312218,153437469,173563,132928192,1745.6,11214604,50890908,70768276,54404,77,0,0,139,0,0,0,0,0,160,0,0,376,5750,67,1347,249,101,305,231,83,93,173,1307,300
2021,7,West Virginia,45543536,1145879,20906771,23480301,10585,21400753,1194.2,1178380,9519211,10696420,6742,0,0,0,14,0,0,0,0,0,0,0,0,14,1840,101,419,114,132,68,115,124,96,146,396,79
2021,7,Wisconsin,187479895,7512948,76838655,103107063,21229,91871790,1578,7266116,36073667,48522607,9400,20,0,0,48,0,0,0,0,0,10,0,0,78,4669,69,1058,154,101,208,227,67,77,164,1130,258
2021,7,Wyoming,13554793,560400,6398364,6588770,7259,6436835,1112.3,526565,2883962,3024541,1767,0,0,0,26,0,0,0,0,0,0,0,0,26,425,45,85,139,106,219,254,124,28,126,89,265
2021,8,Alabama,110600380,3668832,50063238,56868194,116,50726762,1034.5,3750442,22101785,24866596,7939,44,0,13,278,0,0,0,0,0,220,0,0,555,5541,80,804,141,59,196,260,63,79,151,1178,266
2021,8,Alaska,20614968,856637,8479870,11272847,5614,9813398,1341.5,798732,3911209,5102055,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,393,45,88,185,53,164,244,74,85,63,76,265
2021,8,Arizona,212217958,7633576,88651712,115641276,291394,97952958,1345.5,7382728,39120688,51356513,93029,87,0,0,211,0,0,0,0,0,258,0,0,556,5442,79,1035,175,65,197,264,80,59,328,1025,276
2021,8,Arkansas,75956476,2616162,34075219,39235589,29506,33844448,1121.4,2562490,14859652,16414251,8055,84,0,31,307,10,0,0,0,10,352,0,0,794,3363,81,521,124,75,139,181,85,94,104,666,120
2021,8,California,1348316814,49889457,531652823,766451993,322541,621488173,1573.1,49486496,234612242,337289838,99597,166,0,289,542,76,0,0,41,53,665,44,10,1886,22719,128,4581,801,344,1222,817,237,355,1397,4498,1292
2021,8,Colorado,192276141,7075138,78086603,106992760,121640,92749748,1610.6,6956230,36442945,49312992,37581,0,0,0,41,0,0,0,0,0,13,0,0,54,3228,70,664,80,106,115,149,75,65,234,587,157
2021,8,Connecticut,136165860,5562064,51602919,78979333,21544,66661980,1869.5,5541182,24351591,36761744,7463,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,54,495,63,90,78,88,53,82,130,491,110
2021,8,Delaware,32423323,1398055,12754102,18245106,26060,15204663,1561.2,1375622,5692824,8125499,10718,0,0,0,0,0,0,0,0,0,0,0,0,0,765,68,190,153,106,219,194,99,113,104,150,124
2021,8,District of Columbia,26773209,856791,10386602,15517869,11947,11476512,1626.3,958446,4293657,6217499,6910,0,0,0,0,0,0,0,0,0,0,0,0,0,463,68,89,185,79,109,183,99,85,80,112,265
